-13.120082,0.03838504,-13.139275,-3.663525
1100.6868,279.46204,960.9558,-3.6631103
643.54486,106.38877,590.35046,-3.6633554
-262.34387,22.915398,-273.80157,-3.6633248
-66.287735,1.2570199,-66.916245,-3.6635318
649.86584,109.21394,595.25885,-3.6633065
-138.23442,9.080949,-142.7749,-3.6634896
806.2088,151.5914,730.4131,-3.6630833
115.896454,4.19244,113.80023,-3.6634672
-55.335728,2.3970826,-56.534267,-3.6634886
-463.87085,76.09445,-501.91806,-3.6635354
-50.82793,0.69145936,-51.17366,-3.6634707
179.07233,9.607193,174.26874,-3.663474
153.98262,7.1526628,150.4063,-3.6633334
704.74243,118.61347,645.43567,-3.6630328
538.65576,77.42358,499.94397,-3.663416
-346.09894,61.50438,-376.85114,-3.6618547
267.19284,15.83049,259.2776,-3.6615934
-355.29388,64.10278,-387.34528,-3.6620855
-320.76813,52.389328,-346.9628,-3.6621454
1497.403,457.18246,1268.8118,-3.6616733
1854.3147,671.8263,1518.4015,-3.661771
303.79776,20.756355,293.4196,-3.6616805
48.393166,1.8368081,47.474762,-3.662116
767.2296,135.84256,699.30835,-3.6613746
264.45392,15.495703,256.70605,-3.6620116
975.28204,214.34862,868.1077,-3.661455
1172.6627,300.81778,1022.25385,-3.66217
-91.17053,7.0150523,-94.678055,-3.6620603
754.62305,134.21407,687.516,-3.6621401
125.38503,3.474574,123.64774,-3.6621284
525.066,64.775085,492.67844,-3.662287
-888.0121,544.0144,-1160.0193,-3.5555685
-814.3921,444.41428,-1036.5992,-3.5430813
1468.2949,422.53537,1257.0272,-3.603794
1699.7372,539.74365,1429.8654,-3.6048574
1846.1937,577.8064,1557.2905,-3.6057343
1736.1128,529.2916,1471.4669,-3.6143854
973.723,181.92377,882.7611,-3.6140501
942.5274,165.59224,859.73126,-3.6145387
811.2776,136.1872,743.184,-3.6148322
1645.5421,504.47574,1393.3042,-3.6163373
2109.9043,782.04553,1718.8815,-3.62286
1514.7073,436.1362,1296.6392,-3.6218722
1445.3932,388.2477,1251.2693,-3.6216936
1031.1504,201.6512,930.32477,-3.6217382
1590.8721,474.29782,1353.7231,-3.6231773
1297.0771,334.17053,1129.9918,-3.6237884
1743.5066,582.16364,1452.4248,-3.6220336
1855.0591,622.5066,1543.8058,-3.6231
3191.5862,1645.1299,2369.0212,-2.9979963
3183.5054,1706.3289,2330.341,-2.994643
3444.5203,1812.0059,2538.5173,-2.9958954
2891.969,1567.9072,2108.0154,-2.9944978
2827.0173,1491.3163,2081.3591,-3.001947
2903.1885,1577.3763,2114.5002,-3.0047803
2676.5483,1505.856,1923.6205,-3.0090342
2916.0657,1570.8793,2130.626,-3.0155962
3088.8455,1565.2202,2306.2354,-3.0193653
2542.1975,1280.5266,1901.9342,-3.0134208
2660.7695,1281.4557,2020.0416,-3.0165617
3193.2915,1721.17,2332.7065,-3.0347996
3369.999,1581.0686,2579.4646,-3.034165
2957.0566,1544.2378,2184.9377,-3.0344944
2729.9749,1413.5823,2023.1837,-3.0349877
2805.7092,1384.9706,2113.2239,-3.0336466
4484.629,3386.8518,2791.203,-2.5264626
5101.5264,3565.5698,3318.7415,-2.527206
4705.6846,3628.3208,2891.5244,-2.5264792
4658.958,3576.2966,2870.8096,-2.5283375
4614.2803,3525.3394,2851.6108,-2.5172303
4528.278,3430.9697,2812.793,-2.518235
4574.95,3481.5916,2834.1543,-2.5172744
4558.8335,3463.9114,2826.878,-2.5169382
4634.1787,3546.4692,2860.944,-2.5177608
4502.1196,3403.8682,2800.1855,-2.5154605
4647.9556,3562.1497,2866.8809,-2.5160499
4489.887,3392.203,2793.7856,-2.514422
4624.8325,3537.5083,2856.0784,-2.51584
4747.3667,3673.314,2910.7097,-2.5203004
4770.5117,3699.4614,2920.781,-2.520331
4715.9077,3639.7092,2896.053,-2.5162125
2016.3024,966.94904,1532.8279,-2.4218524
2054.3677,988.86334,1559.936,-2.4100418
1746.2084,768.3483,1362.0342,-2.422613
1884.7368,867.2694,1451.102,-2.420532
1727.648,751.88995,1351.703,-2.4160707
1775.7563,587.7013,1481.9058,-2.4132836
1699.9783,732.6552,1333.6506,-2.4136567
1699.8281,732.70825,1333.474,-2.4132943
1714.3715,742.8797,1342.9316,-2.4119906
1694.3713,729.2672,1329.7378,-2.4113717
1796.758,801.1523,1396.1819,-2.4114168
1783.4817,791.49884,1387.7323,-2.4104564
1692.0754,727.3275,1328.4116,-2.4071267
1864.9006,849.83575,1439.9828,-2.4079132
1552.5603,633.10754,1236.0066,-2.396544
1660.1855,702.2537,1309.0587,-2.395981
1221.6973,414.08307,1014.6557,-2.331535
1584.4663,626.47784,1271.2274,-2.3319483
1565.4153,614.3211,1258.2548,-2.3326046
1712.4458,713.1058,1355.893,-2.3337483
934.39154,271.07523,798.85394,-2.3499377
967.98737,281.25952,827.3576,-2.350414
1142.6969,367.44186,958.97595,-2.3504026
1492.362,572.90076,1205.9117,-2.3493128
1310.3506,460.4074,1080.1469,-2.3515937
1160.7521,375.34088,973.0816,-2.352084
1330.094,472.72256,1093.7327,-2.3545794
1380.5571,502.78424,1129.165,-2.354361
1602.3004,648.3161,1278.1423,-2.3551936
1129.0148,358.2347,949.8974,-2.3544788
1588.4487,641.1328,1267.8823,-2.3545406
979.6781,283.7023,837.82697,-2.3548892
-101.13931,6.6044235,-104.44152,-2.5118418
